,ENT_LOC,ENT_LOC_U,ENT_MISC,ENT_MISC_U,ENT_ORG,ENT_ORG_U,ENT_PER,ENT_PER_U,POS_ADJ,POS_ADP,POS_ADV,POS_AUX,POS_CCONJ,POS_DET,POS_INTJ,POS_NOUN,POS_NUM,POS_PART,POS_PRON,POS_PROPN,POS_SCONJ,POS_SYM,POS_VERB,POS_X,adj_mod_nounc,nphrases,nphrases_length,objects_exc,objects_exc_u,objects_inc,objects_inc_u,stopwords,wordcount
1885_SchandorphS_DetGamleApothek.0,202.0,129.0,295,184,193.0,83.0,2284,474,7075,9907,9256,4774,3537,6646,1123,16054,312,918,10512,3394,1764,1953,12088,1307,3773,7022,17445,2330,1624,727,360,42000,90620
1885_SchmidtR_JochenHinrichs.0,130.0,58.0,132,58,34.0,25.0,228,66,1405,2374,1964,983,601,1490,13,3327,178,240,1971,546,330,515,2295,186,828,1486,3775,444,329,116,79,8624,18418
1886_BangH_StilleEksistenser.0,242.0,148.0,171,121,108.0,82.0,2981,400,4034,7683,7993,3055,3259,4237,612,13045,353,569,8272,4218,867,5062,11476,1130,1991,5136,12021,1922,1147,564,259,32221,75865
1886_Bille_Skoledrenge.0,157.0,109.0,175,119,59.0,52.0,507,262,4110,5936,5709,2765,2566,3535,75,9252,395,833,4645,1010,952,1256,6409,530,2265,3750,9311,1451,1122,435,260,23601,49978
1886_Bondesen_Kastelsfangen.0,146.0,76.0,35,28,45.0,35.0,554,119,1786,3363,3453,1729,1372,2113,104,5100,155,448,3566,782,667,957,4349,365,926,2118,5045,796,582,260,145,14723,30309
1886_Budde_DoedensGudsoen.0,14.0,4.0,1,1,4.0,2.0,246,23,1507,2376,3339,1317,1726,1399,67,3399,48,383,3071,297,486,874,3501,171,695,1357,3267,434,239,201,92,12423,23961
1886_EwaldC_Lindegrenen.0,46.0,31.0,33,20,16.0,11.0,272,50,2510,4555,5280,2064,2518,2600,192,5974,87,446,6690,399,713,1437,6202,306,1074,2523,5921,903,542,352,155,21806,41973
1886_GerstenbergMueller_Brydninger.0,57.0,37.0,60,48,109.0,34.0,950,193,5157,5637,6843,2800,2493,4254,92,8681,55,699,6892,1262,790,1815,7877,595,2553,4107,10589,1177,804,384,170,27031,55942
1886_Gloeersen_Dagligdags.0,157.0,79.0,216,107,43.0,38.0,1442,234,4562,6656,10458,4518,2942,4451,693,9891,204,927,10120,1948,1530,4740,9850,1335,2019,4415,10596,1323,929,598,216,38309,74825
1886_HansenJ_VedHoejvande.0,101.0,76.0,46,42,22.0,19.0,253,64,1397,2799,3983,1430,1144,1528,306,3807,69,277,3565,463,574,1617,3366,384,628,1396,3349,559,434,160,114,13546,26709
1886_HelmsJB_JackTurnbullEllerNegeropstanden.0,262.0,148.0,220,148,86.0,54.0,805,314,3201,5394,3964,2326,1932,4511,163,8517,140,725,6583,1591,783,2021,7230,867,1746,4275,10096,1449,981,353,169,23566,49948
1886_JoergensenM_Livsnydelse.0,54.0,33.0,41,34,20.0,18.0,115,55,1655,2818,2544,1426,940,1755,59,4219,150,319,3124,233,521,1425,3074,229,867,1748,4229,547,427,174,112,12129,24491
1886_Kieler_EnOppositionsmand.0,546.0,241.0,370,146,74.0,65.0,1063,336,2631,4253,3621,1994,1537,2726,60,7792,184,402,3863,1937,614,2473,5408,418,1461,2980,7246,1183,903,300,164,17014,39913
1886_Kielland_Sne.0,76.0,32.0,30,23,17.0,15.0,568,80,2802,3974,4585,1931,2222,2489,103,5513,114,434,4806,707,877,1922,4989,557,1367,2277,5703,820,570,208,115,18420,38025
1886_KristofersenK_Vaardise.0,150.0,91.0,61,41,60.0,34.0,667,154,2833,4750,4430,2371,1996,2603,251,7055,105,683,5420,1108,859,2103,5842,516,1443,2670,6519,1029,813,255,140,20417,42925
1886_LieJ_KommandoerensDoettre.0,116.0,74.0,57,44,46.0,33.0,1486,171,3589,6264,7784,2984,2492,2939,317,7955,250,877,7781,1910,1077,3566,8287,686,1686,2987,7446,1324,996,364,199,27448,58758
1886_Lorenzen_CarlGustavISoenderjylland.0,1401.0,516.0,537,201,170.0,131.0,1956,662,4872,9001,8045,3863,3586,5448,146,14102,395,941,6704,4276,1758,2840,9685,1462,2689,6197,14930,1994,1256,593,226,33278,77124
1886_MeyerJ_RingeDage.0,192.0,103.0,90,56,43.0,33.0,886,170,4387,5764,6863,2612,2795,4016,246,9204,177,492,6263,1447,856,2877,6908,566,2289,4111,10104,1419,999,466,223,25871,55473
1886_Moenster_IBraendingen.0,119.0,79.0,100,85,33.0,28.0,1415,231,3959,6875,8184,2981,3084,4205,362,9766,183,781,8201,1751,953,3100,8673,549,1919,4112,9960,1527,947,523,243,30696,63607
1886_NielsenN_FraKirkelivet.0,65.0,29.0,29,17,15.0,15.0,262,74,2009,2952,3373,1501,1333,1830,141,4931,66,411,2767,381,644,824,3569,380,1091,1893,4675,729,552,210,106,13059,27112
1886_Pontoppidan_Mimoser.0,101.0,68.0,80,61,37.0,19.0,411,90,2839,3990,4003,1504,1423,2756,111,5862,101,324,3695,577,591,1187,4123,274,1635,2626,6742,833,646,269,160,15706,33360
1886_Rosing_EnUskyldigUngMand.0,72.0,43.0,56,50,27.0,25.0,979,132,3607,5751,6191,2830,2760,3912,501,8616,97,674,7825,1274,1036,2271,7945,505,1829,3762,9201,1205,744,467,193,28064,55795
1886_SmidtG_JennyOgJeg.0,11.0,7.0,4,4,1.0,1.0,22,17,173,359,353,168,149,187,15,498,9,56,475,49,83,112,513,52,89,178,419,91,81,25,20,1605,3251
1886_Thorson_UdenAnsvar.0,98.0,45.0,39,30,23.0,17.0,453,82,2382,4282,4949,2892,1596,2484,211,5768,174,715,6371,631,1223,1606,6002,297,1195,2436,5779,812,554,296,153,21783,41583
1886_Winterhjelm_FarvelHansen.0,124.0,79.0,155,92,71.0,57.0,1425,196,4732,6957,8733,3975,3159,4035,479,9781,140,1018,8639,1807,1660,2538,9199,762,2235,3925,9820,1528,1094,441,208,32654,67614
1886_Winterhjelm_Naturalisterne.0,92.0,56.0,62,50,20.0,10.0,670,83,2124,3109,4578,1957,1571,1722,337,3976,171,421,4317,858,813,1440,4241,364,932,1658,4082,640,501,197,122,15628,31999
1887_Anonym_ArvesagenEllerSoesterkaerlighedOgProkuratorkneb.0,600.0,221.0,279,166,247.0,129.0,2465,372,6981,11445,14198,7721,5478,7536,589,17107,459,1809,15336,3844,2956,2430,16729,2163,3473,7435,17934,2545,1462,856,314,58650,116781
1887_BangH_Stuk.0,345.0,197.0,216,156,127.0,91.0,2784,342,4546,9029,8889,3150,3658,4423,601,13661,407,740,8139,3634,1263,4377,11955,1266,2250,4881,11759,2026,1307,562,302,34557,79738
1887_Beissel_Munkeliv.0,23.0,20.0,79,46,15.0,15.0,46,38,1598,2160,1969,1002,767,1573,19,4042,114,264,1823,85,377,157,2487,143,857,1478,3613,569,443,191,120,8864,18580
1887_Bjoernsen_LyseOgMoerkeBilleder.0,129.0,58.0,83,43,48.0,19.0,911,113,3078,4420,4750,2553,2797,3341,94,7316,81,667,5869,1157,1214,1827,6851,450,1710,3362,8083,1235,739,326,131,22569,46465
1887_Drachmann_MedDenBredePensel.0,312.0,188.0,385,218,69.0,60.0,908,262,7488,10470,11896,4901,4501,7563,444,16620,303,1225,11845,1573,1572,3961,12717,713,3832,6917,17331,2836,1912,895,389,47313,97792
1887_Gioerup_ErikEmun.0,1084.0,332.0,347,151,148.0,97.0,5010,621,4760,9582,8447,6392,4080,5698,211,14502,285,1306,11540,6728,2437,4740,14410,1085,2424,6253,14604,2046,1030,623,184,44031,96203
1887_Gioerup_MoerkeTider.0,973.0,360.0,507,183,274.0,95.0,4101,654,4408,8602,7834,6008,3290,5290,308,13953,220,1051,10899,5800,2037,5338,13558,2015,2166,5745,13300,1952,1069,590,203,39833,90611
1887_Gjellerup_EnArkadiskLegende.0,32.0,27.0,22,17,39.0,10.0,270,36,1208,1995,2288,979,754,1440,43,2919,56,255,2519,361,390,542,2739,125,598,1299,3101,435,341,201,119,9334,18613
1887_HansenJ_KarenHav.0,167.0,100.0,127,95,66.0,47.0,858,161,3518,7322,8789,3906,2593,3874,586,10071,155,699,8711,1379,1485,4472,8470,769,1590,3737,9087,1450,964,420,223,32854,66799
1887_JansonD_EnUngPige.0,151.0,56.0,67,46,24.0,20.0,1383,153,4163,6134,7683,3569,2726,3490,285,8071,139,747,9539,1869,1098,3163,9566,712,1940,3478,8629,1214,747,419,185,30858,62954
1887_Kaarsberg_DaarligeTider.0,57.0,43.0,38,33,23.0,22.0,723,123,2589,3971,3688,1667,1850,2385,155,6717,121,375,3870,781,613,2452,4947,372,1382,2488,6245,1020,697,273,159,16163,36553
1887_Kielland_SanktHansFest.0,56.0,30.0,40,25,35.0,24.0,752,134,1998,2953,3823,1774,1748,1704,116,4403,134,345,4044,1094,735,1925,4238,440,899,1881,4541,695,488,193,117,14947,31474
1887_Kristofersen_Loevspaett.0,138.0,86.0,72,60,73.0,43.0,825,180,2956,5103,5028,2715,2620,2610,287,7882,125,710,6335,1233,1015,2648,6919,613,1496,2762,6654,1232,928,265,149,23113,48799
1887_Kristofersen_Rydningsmaend.0,67.0,43.0,22,20,9.0,9.0,497,92,1336,2832,3025,1305,1560,980,150,3915,70,310,3137,677,500,1307,3646,443,611,1109,2661,657,486,140,91,11894,25193
1887_Levison_Konsulinden.0,86.0,53.0,26,23,24.0,16.0,1007,93,3447,5677,6341,2376,2191,3453,174,7856,107,706,7080,1229,758,2734,7883,357,1608,3208,7890,1118,685,366,151,25048,52369
1887_LieJ_EtSamliv.0,68.0,53.0,32,25,47.0,31.0,865,125,2674,5226,6531,2510,2110,2216,374,6285,262,783,6979,1221,894,3587,6572,693,1178,2288,5632,1103,836,313,175,23341,48917
1887_Lorenzen_AerkebiskoppenAfBremen.0,669.0,232.0,210,121,98.0,69.0,1253,502,4074,6627,5871,2986,2517,4596,148,11333,192,740,5236,2565,1285,2591,7528,1013,2320,4909,12018,1567,1014,422,195,25599,59302
1887_Muusmann_ForfloejnePile.0,20.0,17.0,25,24,11.0,8.0,131,49,982,1692,1526,701,593,1129,62,2757,62,219,1776,207,318,613,2198,129,487,1059,2501,503,435,153,119,7018,14964
1887_Paulsen_EnFremtidskvinde.0,227.0,77.0,179,115,47.0,30.0,1031,188,3643,4631,5471,2352,1631,3386,226,6997,301,508,6243,1739,631,3291,6223,480,1836,3333,8296,1071,811,363,180,23067,47753
1887_Pontoppidan_Isbjoernen.0,33.0,25.0,27,20,11.0,10.0,170,55,1780,2602,2564,843,1032,1567,47,3656,64,282,2034,285,355,636,2576,178,1000,1578,4103,545,434,183,134,9558,20501
1887_Rumohr_PeterTordenskjold.0,1006.0,331.0,1021,215,249.0,130.0,1598,381,8986,13532,11499,3865,4980,9336,210,23389,313,1690,9039,3112,2050,4692,16158,2006,6669,10751,27961,3534,1790,1161,321,47462,114857
1887_Rumohr_PeterTordenskjold.1,1058.0,331.0,837,177,234.0,136.0,1415,360,8771,13354,11765,4292,5264,9081,212,23199,245,1658,9427,3051,2092,4273,15913,2138,6525,10657,27177,3603,1856,1127,328,48254,114735
1887_RygaardHa_Landsoldaten.0,224.0,117.0,157,56,53.0,28.0,779,144,2159,3308,3986,2179,1534,2598,283,5895,90,445,4487,1233,805,2531,5527,648,1348,2917,7078,814,524,287,134,17141,37708
1887_Schjoerring_ForVindOgVove.0,125.0,62.0,91,50,59.0,40.0,937,140,4047,5850,7324,3420,2065,3864,265,8123,390,808,7980,1209,1444,3619,7952,541,1890,3733,9147,1009,675,372,190,29058,58901
1887_SkramA_SjurGabrielHellemyrsfolket.0,101.0,67.0,19,17,24.0,22.0,975,161,1238,3112,2998,977,1346,1239,192,4355,189,285,3093,1619,573,847,4255,1288,594,1522,3653,869,567,205,130,11596,27606
1887_SkramA_ToVennerHellemyrsfolket.0,114.0,81.0,118,63,9.0,9.0,1057,215,2023,5013,5387,1709,2362,2114,329,7676,260,433,5171,2366,889,4041,7191,2889,988,2475,5915,1647,1032,442,216,19502,49853
1887_SommerLP_EgilRegnarsen.0,347.0,147.0,266,122,65.0,49.0,2851,284,5622,10374,9283,4689,3980,7244,313,17329,249,1315,10103,3461,2108,3699,13967,630,2968,7017,16730,2410,1331,882,266,42467,94366
1887_Steenbuch_RektorLassen.0,19.0,16.0,87,41,35.0,22.0,605,113,2988,4689,5873,2848,1957,2775,211,7128,296,745,5971,922,988,2569,6433,376,1403,2766,6785,1021,662,334,163,23072,46769
1887_Thorson_GjennemIlden.0,107.0,46.0,224,57,18.0,15.0,191,56,2204,3667,4285,2281,1393,2245,109,4903,54,568,5134,324,1179,486,4729,189,1150,2207,5291,626,489,252,123,18451,33750
1887_Tuxen_EllinorFalsen.0,124.0,50.0,49,39,49.0,31.0,2265,223,6188,9155,10976,5212,3918,6118,414,12934,190,1362,11647,2589,2210,3253,12491,573,3355,6149,15196,1671,932,589,195,43611,89230
1887_Vandel_Dobbeltgaengere.0,351.0,193.0,207,150,54.0,43.0,946,281,3334,4994,5575,2803,1816,3766,412,9089,160,395,6985,1652,532,3081,7347,386,1752,3788,9206,1264,925,460,267,23867,52327
1887_Winterhjelm_GrevindeSissi.0,97.0,49.0,46,35,26.0,23.0,1358,129,3701,5586,8146,3533,2455,3503,425,6838,313,847,8228,1671,1513,2015,7733,648,1621,3296,8028,928,617,304,120,28828,57155
1887_WintherH_PovlSaltern.0,90.0,51.0,44,29,17.0,17.0,983,119,2563,3722,4932,2257,1660,2402,221,6188,89,453,5206,1290,588,2898,5891,413,1263,2532,6178,890,579,319,171,19010,40773
1888_Benzon_KunstOgKjaerlighed.0,247.0,121.0,182,116,51.0,42.0,2099,327,5790,9348,11520,5638,3880,6097,542,13341,478,1608,13184,3234,1945,3761,13702,1028,2699,6265,14923,2040,1155,667,271,47405,95096
1888_Betzonich_SkibbrudneFolk.0,71.0,50.0,77,53,29.0,19.0,1132,100,3291,3977,4610,2035,2077,3036,439,7460,156,239,5033,1502,413,4172,6195,835,1909,3194,8085,1309,892,386,202,18992,45470
1888_Bondesen_KarretenFraLoenneskov.0,453.0,177.0,96,67,44.0,30.0,1768,185,5373,8817,10288,5178,3985,5096,613,13077,349,1082,11222,2489,1841,5464,12014,681,2656,5299,12698,2112,1334,780,338,42176,87569
1888_Brosboell_Vendetta.0,289.0,137.0,103,85,43.0,37.0,1243,267,3322,5629,5927,2486,2411,4067,150,8851,256,731,7452,1822,849,2510,9059,797,1717,3975,9633,1474,906,495,215,26532,56319
1888_Colditz_Kjaerka.0,160.0,58.0,30,22,15.0,13.0,791,120,2004,3516,5217,1996,1829,1314,553,4311,157,449,5824,1414,608,2829,5616,1117,683,1457,3396,933,563,237,114,17171,38754
1888_EwaldHF_Griffenfeld.0,592.0,231.0,246,140,100.0,70.0,2744,584,6363,10244,10679,5659,4844,7894,278,17459,253,1155,12523,4099,2279,5208,14567,1548,3412,7660,18322,2523,1466,653,252,48024,105052
1888_Gioerup_DerovreFra.0,961.0,257.0,533,177,165.0,127.0,2018,311,4312,7924,7983,5258,2863,5080,362,12594,227,1066,9907,3722,1971,4519,12356,1118,2309,5346,12694,1728,1018,521,188,37484,81262
1888_Gioerup_SortePloug.0,1181.0,288.0,299,131,132.0,68.0,3557,489,3752,8270,7778,5891,3351,4964,315,12623,236,1269,11028,5130,2277,4967,13095,1382,1822,5228,12054,1752,875,561,175,39798,86328
1888_Gundesen_Tjoernekrat.0,128.0,65.0,33,28,50.0,20.0,1043,118,2849,5023,5646,1961,1406,2744,222,7003,77,660,4847,1221,852,2391,6080,428,1505,2761,6830,940,679,300,156,20034,43410
1888_HansenCV_SparekassebogNo7709.0,39.0,17.0,53,48,45.0,28.0,643,116,2335,3502,3650,1689,1121,2407,126,5359,222,539,4047,809,561,1930,4275,535,1300,2353,5762,766,600,248,140,15077,33107
1888_HansenJ_ForstandOgHjaerte.0,98.0,54.0,52,35,34.0,27.0,833,141,3167,4668,5237,2438,2405,3354,359,7794,125,580,5243,1149,749,2094,6146,465,1688,3413,8324,1144,774,399,200,22209,45973
1888_JoergensenJ_Foraarssagn.0,131.0,112.0,50,46,22.0,20.0,680,112,2551,3828,4246,1168,2196,1949,105,5652,98,322,3238,907,332,1303,4544,272,1480,2236,5626,896,673,302,175,14965,32711
1888_JuelHansen_EnUngDamesHistorie.0,71.0,42.0,52,45,33.0,29.0,966,119,3951,6417,8344,3602,3244,3325,387,8318,159,774,9132,1213,1160,3599,8569,518,1703,3280,7982,1138,747,393,193,33622,62712
1888_Kristofersen_VerdensHerre.0,141.0,76.0,45,37,44.0,34.0,849,174,3218,5391,5511,2466,2577,2836,352,8495,151,627,6044,1261,1031,3130,6985,633,1669,3093,7496,1316,918,378,192,23239,50708
1888_KrohgC_EnDuel.0,91.0,57.0,119,74,15.0,15.0,766,196,1648,2447,4139,1561,1276,1180,498,3193,179,206,4103,2102,391,2915,4081,1049,724,1503,3763,626,431,189,101,12726,30968
1888_LieJ_MaisaJons.0,239.0,115.0,50,42,79.0,58.0,1169,241,2640,5556,7907,2950,2577,1812,470,6441,187,706,7455,1834,1061,4450,7052,928,1089,2156,5218,1159,826,305,165,25269,54026
1888_Lundsgaard_EnJuleferie.0,339.0,130.0,245,107,89.0,65.0,2221,332,8589,13994,17304,7377,6436,8289,530,20320,328,2447,15308,3677,2686,4527,18125,1541,4544,8967,21709,3011,1783,1057,365,63540,131478
1888_Meldgaard_PastorBrandt.0,99.0,46.0,57,40,23.0,23.0,1132,153,3612,5190,4869,3090,2939,3428,277,8308,161,687,6498,1294,1333,2051,7166,681,1814,3527,8330,1201,731,353,149,25252,51584
1888_Moenster_TreSind.0,129.0,65.0,65,48,18.0,18.0,1027,104,3487,6180,6184,2662,2470,3802,248,9042,133,643,7439,1278,904,3497,7658,316,1706,3726,8841,1399,881,437,206,26780,55943
1888_NielsenA_JensKragh.0,235.0,117.0,59,24,62.0,37.0,985,189,2931,6081,6371,3613,2962,3300,139,9046,232,773,6698,1424,1693,1756,7711,1019,1677,3780,9115,1525,903,517,215,27319,55749
1888_Paulsen_FruCecilia.0,71.0,40.0,118,83,28.0,23.0,1024,173,3801,4982,5349,2453,1977,3552,167,7857,71,508,6042,1406,532,2661,6390,460,2028,3569,8963,1191,838,430,210,23113,48208
1888_Pontoppidan_Spoegelser.0,49.0,28.0,10,10,10.0,6.0,258,57,2720,4322,4882,1907,1726,2712,160,5760,77,510,4746,320,758,1114,4925,267,1461,2590,6463,804,542,303,164,18620,36906
1888_Ridderhjelm_FrelstEllerFiskerensDatter.0,217.0,96.0,73,45,69.0,46.0,2384,214,8119,13085,18618,10554,4921,9544,2442,18880,298,1981,25008,3211,3173,7521,22797,1591,4207,10162,24248,2513,1233,882,271,77452,151743
1888_Rink_KoloniIdyllerFraGroenland.0,226.0,131.0,449,153,55.0,47.0,919,286,3534,5505,6117,2232,2156,3326,175,8381,174,692,3983,1566,874,2874,5759,1018,1841,3201,8044,1473,1142,327,223,21093,48366
1888_Schaldemose_FraLivet.0,140.0,65.0,62,53,15.0,14.0,908,103,2815,3886,4863,2100,1610,2391,230,6209,103,373,5139,1155,522,2517,5996,192,1636,2678,6844,796,592,277,152,18518,40101
1888_SchandorphS_BirgittesSkaebne.0,456.0,196.0,292,171,125.0,100.0,2571,447,6842,10538,10072,4846,3683,6749,827,16730,386,795,10619,4277,1774,2656,12656,1168,3662,7469,18564,2502,1733,884,433,43523,94618
1888_Scharling_SverrePraest.0,814.0,220.0,170,74,96.0,46.0,3468,345,9062,14315,15631,7055,8263,8432,165,21798,209,1212,15982,4664,2823,3532,18937,2211,5858,10506,25924,3772,1815,1122,290,63421,134291
1888_Schjoerring_BeslaegtedeNaturer.0,125.0,51.0,79,50,22.0,17.0,841,103,3453,4943,5827,2775,1591,3416,220,6750,98,712,6597,1128,1074,2912,6376,469,1653,3270,8056,798,548,271,148,23949,48341
1888_SchmidtH_Bondehoevdingen.0,298.0,158.0,181,125,80.0,49.0,921,253,5478,10010,9827,4848,3754,6568,192,16297,93,1164,11600,1381,1700,4227,13531,1000,3533,7156,17553,2296,1405,895,333,44197,91670
1888_SkramA_Lucie.0,94.0,57.0,43,38,20.0,10.0,1505,166,2386,4951,6783,2585,2336,2099,544,5946,119,500,7050,1931,918,3433,7039,1054,995,2149,5219,1051,678,314,146,25052,49674
1888_Solter_Forlovelser.0,236.0,117.0,74,44,25.0,20.0,868,115,1469,2721,2666,1470,1279,1547,74,4021,67,341,3063,1203,527,962,3663,308,727,1624,3782,607,450,209,122,11984,25381
1888_Stuckenberg_IGennembrud.0,118.0,78.0,53,39,13.0,13.0,908,112,2073,3795,4765,1654,2321,1925,173,5400,144,309,4812,1156,425,792,5649,179,986,2043,4888,837,545,278,142,17489,35572
1888_Trafall_KjaempendeMagter.0,118.0,64.0,117,71,31.0,27.0,456,99,3544,5138,5829,2682,1864,3182,182,7226,109,780,6924,824,1057,2730,6691,673,1730,3095,7425,1118,740,338,132,23861,49435
1888_Vedel_Stavnsbaand.0,63.0,47.0,52,47,20.0,18.0,531,79,3657,4691,6529,2470,3105,2762,291,6891,111,487,6158,692,674,2156,6445,352,1679,2680,6762,1139,854,270,160,23715,47471
1888_Winterhjelm_Smaastykker.0,69.0,42.0,63,55,40.0,38.0,1748,181,3098,4017,6587,3107,2183,2422,905,5964,166,551,6896,2227,962,2111,6576,765,1286,2693,6454,949,687,297,145,23125,48537
1889_BangH_Tine.0,197.0,101.0,90,70,55.0,44.0,1733,202,2318,5379,6064,2025,2578,2539,447,8443,172,456,5497,2220,655,2518,7875,501,1064,2722,6380,1255,744,394,179,22330,49687
1889_Birck_AageEllerEbbe.0,256.0,93.0,77,54,48.0,32.0,1723,176,3940,6214,8204,3790,2517,4127,285,9758,185,764,8021,2198,1101,3108,8916,667,2020,4039,9842,1424,879,414,184,30080,63795
1889_Bjoernson_PaaGudsVeje.0,190.0,111.0,168,105,29.0,24.0,1934,287,5854,9368,11308,4153,4262,4607,621,13736,273,835,13023,2758,1691,4361,14181,3073,2564,4863,11511,2472,1547,646,249,44011,94104
1889_BrandesE_EnPolitiker.0,204.0,96.0,151,81,95.0,33.0,1285,115,4511,6356,7339,2697,2807,4263,180,9762,237,439,7091,1678,1215,1560,7858,428,2531,4264,10606,1380,960,469,217,27263,58421
1889_BruhnM_EtAegteskab.0,44.0,28.0,20,16,7.0,7.0,715,61,2181,3461,4055,1988,1160,2095,203,4490,60,492,5185,900,735,1442,4711,290,968,1995,4893,613,377,203,101,17089,33448
1889_Caja_DronningCarolineMathildeAfDanmark.0,300.0,134.0,236,122,333.0,115.0,2030,347,5879,8962,9909,5145,3655,6002,691,14965,327,1228,13612,3286,1521,6905,15382,1806,2970,6224,15019,2320,1219,930,284,44254,99275
1889_ChristensenM_DagtyveOgArbejdsdage.0,77.0,45.0,79,60,22.0,21.0,891,133,4629,6864,8745,3547,2868,4149,411,9097,146,953,9484,1181,1445,4828,9515,470,2143,3981,9874,1410,871,483,226,33252,68332
1889_ChristiansenE_Joppe.0,184.0,75.0,101,72,45.0,33.0,1397,174,4534,8085,11020,5020,3381,4817,651,10570,236,987,13953,1817,1665,3753,12284,1072,2009,4620,10810,1406,819,563,211,42572,83845
1889_Gjellerup_Minna.0,361.0,198.0,341,221,63.0,45.0,1046,237,6389,9752,12167,5218,3648,6738,533,12699,189,1303,13325,1972,2234,4030,12324,740,3347,6517,16161,1677,1203,720,287,47866,93261
1889_Kaarsberg_Mutterlillen.0,65.0,50.0,42,34,24.0,22.0,739,116,2580,3952,3976,1685,2158,2150,160,6120,163,387,3752,954,727,2831,4605,482,1247,2291,5656,996,745,321,202,16360,36682
1889_Malling_EnFrivillig.0,40.0,16.0,19,16,21.0,16.0,503,57,1771,3232,4394,1962,1549,1794,271,4944,121,382,4532,609,666,1821,5038,181,778,1758,4161,705,500,282,150,16293,33267
1889_Marer_VerdensSyvUndervaerkerOgAndreSmaating.0,120.0,67.0,104,74,30.0,22.0,375,140,2189,3334,5024,2236,1590,1990,367,4640,245,487,5329,609,717,932,4617,252,967,2005,4895,711,549,237,140,18340,34558
1889_NielsenZ_Maagen.0,223.0,128.0,121,88,41.0,37.0,1061,203,5474,9079,8697,3854,3374,5355,759,13389,200,815,9735,1527,1277,3802,10624,581,2862,5420,13167,2011,1334,621,289,38510,78542
1889_Schaldemose_Ele.0,54.0,36.0,21,19,10.0,9.0,350,42,2817,4189,5312,1736,1967,2173,324,6157,78,419,5404,474,458,1621,6310,200,1745,2495,6638,759,498,256,132,18987,39639
1889_Schandorph_StillelivsFolk.0,226.0,127.0,343,178,89.0,85.0,1436,324,4457,6596,6071,2954,2102,4194,552,10277,287,590,6647,2501,1095,1714,7721,841,2365,4746,11665,1457,1084,515,297,26907,58599
1889_Stuckenberg_Messias.0,121.0,77.0,43,32,21.0,19.0,1307,123,2155,3820,5427,1842,2221,1928,549,5258,141,328,5598,1656,400,2000,6314,214,1186,2255,5642,836,524,374,174,19239,39851
1889_Thorson_BagDisken.0,67.0,32.0,35,26,39.0,28.0,1272,148,3053,5102,6566,3254,2178,3012,390,6928,146,855,7604,1850,1417,2122,7623,532,1778,3646,8988,969,666,469,219,26525,52632
1889_Trafall_DanskePeterssmuleHollandsreise.0,215.0,96.0,631,120,15.0,14.0,358,124,2737,4648,4512,1385,1779,2398,202,6255,154,382,4350,1132,617,2454,5125,685,1841,2777,7313,1020,741,318,153,17143,38815
1889_Vandel_Kraemmerliv.0,91.0,47.0,64,60,13.0,12.0,814,118,1182,2107,2422,1114,764,1253,179,3539,58,233,2999,1069,263,1821,3614,175,649,1440,3457,580,450,235,144,10022,22792
1889_Vogt_FamiliensSorg.0,118.0,59.0,46,35,10.0,7.0,448,130,2413,4630,6050,2265,2365,1981,559,7065,154,372,7707,686,754,4379,7454,493,1127,2131,5209,1175,659,238,126,23302,49327
1890_Bjoernsen_ToSoestre.0,188.0,71.0,45,33,43.0,26.0,1428,146,4194,6455,7330,3844,3685,4475,184,9937,113,954,8877,1735,1807,2934,9906,549,2226,4492,10814,1599,904,497,175,33122,66979
1890_Boecker_Joergen.0,18.0,13.0,3,3,6.0,3.0,667,20,2072,3881,6675,2549,2110,1798,376,4433,62,487,7372,703,778,2827,6665,179,796,1789,4202,612,364,292,118,22672,42967
1890_BruunL_EmmaJonsson.0,67.0,38.0,24,20,23.0,20.0,479,54,2061,4082,3477,1370,1409,2350,46,5898,61,470,3978,639,749,701,4728,177,1144,2362,5631,850,570,323,164,15481,32196
1890_ChristensenM_EnSoen.0,84.0,58.0,53,47,24.0,24.0,940,124,4765,6735,8322,3590,2705,4168,372,8741,100,974,9793,1190,1334,3882,9106,376,2216,3986,9981,1296,818,475,224,33223,66153
1890_DahlJ_Tugtemesteren.0,243.0,85.0,42,35,41.0,30.0,631,141,2508,4067,4598,1583,2267,1925,206,6198,155,339,3585,1017,614,2135,4542,822,1185,2039,5088,1074,804,270,161,15983,36561
1890_Drachmann_Forskrevet_1.0,294.0,186.0,351,266,110.0,85.0,2663,442,8175,12717,14186,6042,5407,8943,772,19553,387,1267,17529,3704,1818,7354,18520,1428,3977,8645,21265,3444,2089,1044,395,60094,127802
1890_Drachmann_Forskrevet_2.0,123.0,95.0,171,146,49.0,42.0,1387,221,4838,6979,7405,3316,3493,5074,329,11630,191,700,8674,1844,1005,4189,9861,716,2424,4853,12109,2082,1403,615,274,32264,70244
1890_EwaldHF_CarolineMathilde.0,388.0,201.0,221,127,101.0,71.0,3346,469,5909,10034,10012,5341,4425,7023,389,15802,258,1041,12125,4370,2080,5207,14321,648,3200,7089,16961,2127,1305,711,297,46501,98985
1890_Fibiger_PraestOgLaege.0,49.0,35.0,34,30,38.0,18.0,668,131,2234,4113,5199,2037,1946,2473,149,5832,113,651,5568,998,1165,1964,5990,474,1033,2472,6013,842,530,263,128,19725,40906
